advert_id;source;title;make;model;year;engine;gearbox;cc;power;power_kw;mileage;currency;price;estimated_price;save_diff;extra_charge;discount;increase;price_in_eur;estimated_price_in_eur;save_diff_in_eur;extra_charge_in_eur;equipment;url;created_on;updated_on
401650767-mobile.de;mobile.de;Volvo XC40  T4  FWD  8-AT  INSCRIPTION;Volvo;XC40;2019;Petrol;Automatic;0;190;140;3405;EUR;30880;33633;2753;0;8.19;0;30880;33633;2753;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401650767&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
8692886-autouncle.nl;autouncle.nl;Volvo XC40 1.5 T5 Recharge Inscription | MEMORY | LEDER;Volvo;XC40;2021;LPG;Automatic;1500;180;132;20544;EUR;33700;37973;4273;0;11.25;0;33700;37973;4273;0;4wd,full leather,climate control,gps,xenon,distance control;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8692886/18147936;2024-08-27;
15108651-autouncle.fr;autouncle.fr;Volvo XC40 T4 190 ch BVA;Volvo;XC40;2019;Petrol;Automatic;2000;190;139;52400;EUR;29950;35372;5422;0;15.33;0;29950;35372;5422;0;4wd,glass roof,climate control,parking,sunroof,stop and go,lane warning,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance cont;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15108651/20463608;2024-08-27;
401687452-mobile.de;mobile.de;Volvo XC40 Momentum Pro 2WD D3 EU6d-T SHZ NAVI Rückfah;Volvo;XC40;2021;Diesel;Automatic;0;150;110;55875;EUR;29990;31916;1926;0;6.03;0;29990;31916;1926;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401687452&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
8740131-autouncle.nl;autouncle.nl;Volvo XC40 2.0 B4 Plus Dark | Trekhaak | Adaptive Cruise | BLIS | Harman/Kardon | Elektrische Stoel ;Volvo;XC40;2024;Electric;Automatic;0;197;144;4400;EUR;44899;49165;4266;0;8.68;0;44899;49165;4266;0;climate control,tow bar,gps,xenon,distance control;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8740131/18245697;2024-08-27;
401662940-mobile.de;mobile.de;Volvo XC40 R Design Recharge Plug-In Hybrid 2WD T5 Twi;Volvo;XC40;2021;NotFound;Automatic;0;261;192;94350;EUR;31490;36050;4560;0;12.65;0;31490;36050;4560;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401662940&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401663217-mobile.de;mobile.de;Volvo XC40 R Design B4 EU6d Navi digitales Cockpit Mem;Volvo;XC40;2021;Petrol;Automatic;0;197;145;79250;EUR;31990;34300;2310;0;6.73;0;31990;34300;2310;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401663217&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401663196-mobile.de;mobile.de;Volvo XC40 Inscription Recharge Plug-In Hybrid 2WD T4 ;Volvo;XC40;2021;NotFound;Automatic;0;129;95;48750;EUR;31990;33200;1210;0;3.64;0;31990;33200;1210;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401663196&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401663373-mobile.de;mobile.de;Volvo XC40 D4 AWD Momentum Geartronic Momentum;Volvo;XC40;2018;Diesel;Automatic;0;190;140;92600;EUR;23250;28816;5566;0;19.32;0;23250;28816;5566;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401663373&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401715826-mobile.de;mobile.de;Volvo XC60 Ocean Race 2WD *1.HD *Memory *Bi-Xenon Navi;Volvo;XC60;2015;Diesel;Automatic;0;181;133;113000;EUR;20900;19900;0;1000;0;5.03;20900;19900;0;1000;;https://suchen.mobile.de/fahrzeuge/details.html?id=401715826&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
387018509-mobile.de;mobile.de;Volvo XC 60 Summum AWD *Led*Nav*Pano*Xe*Spr*20Z*Cam*To;Volvo;XC60;2015;Diesel;Automatic;0;215;158;125565;EUR;20980;23616;2636;0;11.16;0;20980;23616;2636;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=387018509&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
5054468-autouncle.ro;autouncle.ro;Volvo XC60 Recharge T8 Twin Engine eAWD R-Design;Volvo;XC60;2020;Hybrid;Automatic;2000;303;222;64250;EUR;33320;38237;4917;0;12.86;0;33320;38237;4917;0;4wd,pilot,glass roof,climate control,parking,stop and go,lane warning,isofix,gps,esp,el seats,sport seats;https://www.autouncle.ro/en/outgoing_link/autovit/5054468/5860483;2024-08-27;
401717312-mobile.de;mobile.de;Volvo XC 60 Momentum Pro AWD Bluetooth Navi LED Klima;Volvo;XC60;2021;Diesel;Automatic;0;235;173;45790;EUR;36990;43933;6943;0;15.80;0;36990;43933;6943;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401717312&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401696006-mobile.de;mobile.de;Volvo XC60 Inscription Plug-In AWD HUD ACC Luftfw Pano;Volvo;XC60;2021;NotFound;Automatic;0;341;251;49500;EUR;44900;47416;2516;0;5.31;0;44900;47416;2516;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401696006&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401668456-mobile.de;mobile.de;Volvo XC60 Inscription Recharge Plug-In Hybrid AWD T8 ;Volvo;XC60;2020;NotFound;Automatic;0;392;288;30750;EUR;44990;47416;2426;0;5.12;0;44990;47416;2426;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401668456&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401690232-mobile.de;mobile.de;Volvo XC 60 R Design Recharge Plug-In Hybrid AWD;Volvo;XC60;2021;NotFound;Automatic;0;253;186;46114;EUR;41990;50683;8693;0;17.15;0;41990;50683;8693;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401690232&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
15018174-autouncle.fr;autouncle.fr;Volvo XC60 B4 AdBlue 197ch R-Design Geartronic - VIVA219943321;Volvo;XC60;2021;Diesel;Automatic;2000;197;144;49222;EUR;36990;41122;4132;0;10.05;0;36990;41122;4132;0;particle filter,aircondition,parking,isofix,gps,esp,anti spin,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/vivacar-fr/15018174/20322598;2024-08-27;
401662864-mobile.de;mobile.de;Volvo XC60 B5 D AWD Geartronic RDesign|PANO|NAVI|R-CAM;Volvo;XC60;2022;Diesel;Automatic;0;235;173;29458;EUR;44980;50483;5503;0;10.90;0;44980;50483;5503;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401662864&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
5386443-autouncle.ch;autouncle.ch;Volvo XC60 2.0 B4 MH Inscription AWD;Volvo;XC60;2019;Diesel;Automatic;2000;0;0;47835;CHF;37900;43218;5318;0;12.31;0;40330;45989;5659;0;4wd;https://www.autouncle.ch/en/outgoing_link/autoscout24-ch/5386443/7142928;2024-08-27;
401697278-mobile.de;mobile.de;Volvo XC60 2.0 T5 Momentum 2WD Aut.*NAVI*TEMPO*LED*CAM;Volvo;XC60;2018;Petrol;Automatic;0;250;184;60608;EUR;30510;33883;3373;0;9.95;0;30510;33883;3373;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401697278&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
15104350-autouncle.fr;autouncle.fr;Volvo XC60 T8 Twin Engine 303 ch + 87 ch Geartronic 8 Inscription Luxe;Volvo;XC60;2018;Hybrid;Automatic;2000;320;235;119130;EUR;36490;40021;3531;0;8.82;0;36490;40021;3531;0;pilot,glass roof,aircondition,parking,sunroof,stop and go,lane warning,esp,anti spin,headup display,el seats,rain sensor;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15104350/20457805;2024-08-27;
401688768-mobile.de;mobile.de;Volvo XC60 AUTOM.ACC,Navi,LED,SHZ,Kame;Volvo;XC60;2020;Diesel;Automatic;0;190;140;82800;EUR;29900;34300;4400;0;12.83;0;29900;34300;4400;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401688768&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401714027-mobile.de;mobile.de;Volvo XC60  D4  FWD  GT  R-DESIGN;Volvo;XC60;2019;Diesel;Automatic;0;190;140;64958;EUR;33850;35816;1966;0;5.49;0;33850;35816;1966;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401714027&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
396318443-mobile.de;mobile.de;Volvo XC60 B4 D Geartr. Inscription+Pano+Kamera+LED+;Volvo;XC60;2022;Diesel;Automatic;0;197;145;41200;EUR;36990;41283;4293;0;10.40;0;36990;41283;4293;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=396318443&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401658554-mobile.de;mobile.de;Volvo XC60 B4 Inscription Geartronic/4-ZonenKlima;Volvo;XC60;2022;Petrol;Automatic;0;197;145;9800;EUR;34980;43050;8070;0;18.75;0;34980;43050;8070;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401658554&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
8151077-autouncle.nl;autouncle.nl;Volvo XC60 2.0 T8 Twin Engine AWD Inscription|Trekhaak|PANO|;Volvo;XC60;2020;Petrol;Automatic;2000;407;299;79525;EUR;39900;44672;4772;0;10.68;0;39900;44672;4772;0;4wd,full leather,glass roof,climate control,parking,tow bar,stop and go,lane warning,gps,esp,anti spin,headup display,el seats,auto dimming mirr;https://www.autouncle.nl/en/outgoing_link/autotrader-nl/8151077/16993204;2024-08-27;
15108021-autouncle.fr;autouncle.fr;Volvo XC60 T8 AWD 310 ch + 145 ch BVA;Volvo;XC60;2022;Hybrid;Automatic;2000;455;334;25437;EUR;54712;58922;4210;0;7.15;0;54712;58922;4210;0;4wd,glass roof,aircondition,parking,sunroof,stop and go,lane warning,gps,esp,anti spin,driver alert,el seats,auto dimming mirror,rain sensor,has;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15108021/20462740;2024-08-27;
401655636-mobile.de;mobile.de;Volvo XC60  T6 R Design Expression Plug-In Hybrid SD;Volvo;XC60;2021;NotFound;Automatic;0;253;186;52800;EUR;42790;46116;3326;0;7.21;0;42790;46116;3326;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401655636&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401670477-mobile.de;mobile.de;Volvo XC60 B4 AWD Inscription 4C 360 ACC B&W PANO STHZ;Volvo;XC60;2021;Diesel;Automatic;0;197;145;30185;EUR;44890;50483;5593;0;11.08;0;44890;50483;5593;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401670477&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401710642-mobile.de;mobile.de;Volvo XC90 D5 AWD Inscription*LED*PANO*STHZ*HUD*CAM;Volvo;XC90;2015;Diesel;Automatic;0;224;165;139710;EUR;29200;31466;2266;0;7.20;0;29200;31466;2266;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401710642&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401682576-mobile.de;mobile.de;Volvo XC90 Inscription Expression Recharge Plug-In Hyb;Volvo;XC90;2021;NotFound;Automatic;0;392;288;80000;EUR;39900;52683;12783;0;24.26;0;39900;52683;12783;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401682576&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
389182149-mobile.de;mobile.de;Volvo XC90 T8 Inscrip. AWD/7.Sitze/Pano/360°/ACC/Luft.;Volvo;XC90;2017;NotFound;Automatic;0;320;235;120000;EUR;36840;41433;4593;0;11.09;0;36840;41433;4593;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=389182149&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401689717-mobile.de;mobile.de;Volvo XC90  Inscrip AWD 7.Sitze Leder Pano LED ACC SH;Volvo;XC90;2017;NotFound;Automatic;0;320;235;112000;EUR;36500;40866;4366;0;10.68;0;36500;40866;4366;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401689717&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401695055-mobile.de;mobile.de;Volvo XC90 Momentum AWD 7 Sitzer Panoramad. LED Leder;Volvo;XC90;2016;Diesel;NotFound;0;224;165;115000;EUR;29950;35816;5866;0;16.38;0;29950;35816;5866;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401695055&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401666527-mobile.de;mobile.de;Volvo XC90 B5MomentumPro AWD,AHK,Blis+ACC,Leder,Kamera;Volvo;XC90;2021;Diesel;Automatic;0;235;173;58020;EUR;40999;49816;8817;0;17.70;0;40999;49816;8817;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401666527&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
5050258-autouncle.ro;autouncle.ro;Volvo XC90 D5 AWD Geartronic Inscription;Volvo;XC90;2017;Diesel;Automatic;2000;235;172;198500;EUR;27890;31165;3275;0;10.51;0;27890;31165;3275;0;4wd,full leather,pilot,climate control,parking,stop and go,lane warning,isofix,gps,esp,el seats;https://www.autouncle.ro/en/outgoing_link/autovit/5050258/5856042;2024-08-27;
5041125-autouncle.ro;autouncle.ro;Volvo XC90 D5 AWD Geartronic Inscription;Volvo;XC90;2017;Diesel;Automatic;2000;235;172;194000;EUR;27999;31533;3534;0;11.21;0;27999;31533;3534;0;4wd,full leather,pilot,climate control,parking,stop and go,lane warning,gps,esp,el seats,sport seats;https://www.autouncle.ro/en/outgoing_link/autovit/5041125/5842570;2024-08-27;
400346932-mobile.de;mobile.de;Volvo XC90 Inscrip*Plug-InHyb*AWD*7 sitze*Leder*Kamera;Volvo;XC90;2020;NotFound;Automatic;0;303;223;85000;EUR;44900;49416;4516;0;9.14;0;44900;49416;4516;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=400346932&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
396137069-mobile.de;mobile.de;Volvo XC90 Inscription Plug-In Hybrid AWD*HuD*22*360°;Volvo;XC90;2018;NotFound;Automatic;0;392;288;56490;EUR;46890;55700;8810;0;15.82;0;46890;55700;8810;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=396137069&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401652389-mobile.de;mobile.de;Volvo XC90 T8 Inscription Expr. Recharge AWD/AHK/Pano;Volvo;XC90;2021;NotFound;Automatic;0;392;288;57310;EUR;47690;56383;8693;0;15.42;0;47690;56383;8693;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401652389&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401637631-mobile.de;mobile.de;Volvo XC90 T8 Inscription ACC 360° Kam Leder Pano 7 Si;Volvo;XC90;2021;NotFound;Automatic;0;392;288;84300;EUR;42890;46550;3660;0;7.86;0;42890;46550;3660;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401637631&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
381351955-mobile.de;mobile.de;Volvo XC90 Excellence Plug-In Hybrid AWD*VOLL*B&W*PANO;Volvo;XC90;2017;NotFound;Automatic;0;408;300;93600;EUR;45490;43916;0;1574;0;3.58;45490;43916;0;1574;;https://suchen.mobile.de/fahrzeuge/details.html?id=381351955&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
385777769-mobile.de;mobile.de;Volvo XC90 Momentum Pro AWD GEARTRONIC LED RFK ACC;Volvo;XC90;2020;Diesel;Automatic;0;235;173;73686;EUR;40999;46116;5117;0;11.10;0;40999;46116;5117;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=385777769&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401696281-mobile.de;mobile.de;Volkswagen Amarok 3,0 TDI DSG 4Motion Aventura (LED,Navi,AH;VW;Amarok;2018;Diesel;Automatic;0;224;165;64000;EUR;37900;39333;1433;0;3.64;0;37900;39333;1433;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401696281&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401685527-mobile.de;mobile.de;Volkswagen Amarok 3.0 TDI 4Motion Aventura Doka AHK Roll-Co;VW;Amarok;2020;Diesel;Automatic;0;258;190;73048;EUR;46981;46750;0;231;0;0.49;46981;46750;0;231;;https://suchen.mobile.de/fahrzeuge/details.html?id=401685527&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401654409-mobile.de;mobile.de;Volkswagen Arteon 2.0 TSI R 4Motion LED|Navi|dig.Cock.|DCC;VW;Arteon;2022;Petrol;Automatic;0;320;235;34300;EUR;37999;40433;2434;0;6.02;0;37999;40433;2434;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401654409&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401680619-mobile.de;mobile.de;Volkswagen Arteon Shooting Brake 2.0 TSI DSG 4Motion NAVI L;VW;Arteon;2022;Petrol;Automatic;0;320;235;12932;EUR;39789;44566;4777;0;10.72;0;39789;44566;4777;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401680619&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
398397409-mobile.de;mobile.de;Volkswagen Arteon Shooting Brake R-Line 2.0 TDI 4MO - VOLL!;VW;Arteon;2021;Diesel;Automatic;0;200;147;68900;EUR;35840;36483;643;0;1.76;0;35840;36483;643;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=398397409&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
5050387-autouncle.ro;autouncle.ro;VW Arteon 2.0 TDI DSG 4Motion R-Line;VW;Arteon;2017;Diesel;Automatic;2000;240;176;150000;EUR;21000;23980;2980;0;12.43;0;21000;23980;2980;0;4wd,pilot,climate control,parking,stop and go,lane warning,isofix,gps,esp;https://www.autouncle.ro/en/outgoing_link/autovit/5050387/5856180;2024-08-27;
401693562-mobile.de;mobile.de;Volkswagen Arteon R Shooting Brake LEDER Pano AHK MATRIX;VW;Arteon;2022;Petrol;Automatic;0;320;235;38900;EUR;42900;47233;4333;0;9.17;0;42900;47233;4333;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401693562&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401721534-mobile.de;mobile.de;Volkswagen Arteon 2.0TDI DSG R-Line/Head-Up/Panorama360°-Ka;VW;Arteon;2018;Petrol;Automatic;0;190;140;90000;EUR;23900;29733;5833;0;19.62;0;23900;29733;5833;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401721534&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401711201-mobile.de;mobile.de;Volkswagen Arteon Shootingbrake R-Line 2.0 TDI DSG NAVI LED;VW;Arteon;2022;Diesel;Automatic;0;200;147;71200;EUR;31900;34300;2400;0;7.00;0;31900;34300;2400;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401711201&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
398044111-mobile.de;mobile.de;Volkswagen Arteon R Shooting Brake 2.0TSI DSG 4x4 P-DACH;VW;Arteon;2022;Petrol;Automatic;0;320;235;18420;EUR;45870;53766;7896;0;14.69;0;45870;53766;7896;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=398044111&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401724194-mobile.de;mobile.de;Volkswagen Arteon Shooting Brake R-Line 4Motion 2.0 TDI SCR;VW;Arteon;2022;Diesel;Automatic;0;200;147;39483;EUR;38100;43933;5833;0;13.28;0;38100;43933;5833;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401724194&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
394599916-mobile.de;mobile.de;Volkswagen Arteon 4M R Shooting B. NAPPA IQ AHK  PANO 20;VW;Arteon;2022;Petrol;Automatic;0;320;235;9491;EUR;47770;53300;5530;0;10.38;0;47770;53300;5530;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=394599916&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401711077-mobile.de;mobile.de;Volkswagen Arteon Shooting Brake R-Line 2.0TSI DSG 337,-ohn;VW;Arteon;2022;Petrol;Automatic;0;190;140;25637;EUR;33949;38250;4301;0;11.24;0;33949;38250;4301;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401711077&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401724182-mobile.de;mobile.de;Volkswagen Arteon Shooting Brake Elegance 2.0 TSI 140kW 7-G;VW;Arteon;2022;Petrol;Automatic;0;190;140;30227;EUR;34990;41083;6093;0;14.83;0;34990;41083;6093;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401724182&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401697067-mobile.de;mobile.de;Volkswagen Arteon Shooting Brake 2.0 TDI DSG R-Line Klima;VW;Arteon;2022;Diesel;Automatic;0;200;147;40735;EUR;36950;40866;3916;0;9.58;0;36950;40866;3916;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401697067&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
399799790-mobile.de;mobile.de;Volkswagen Arteon R 4Motion *ACC*PANO*APPLE*MASSAGE*;VW;Arteon;2022;Petrol;Automatic;0;320;235;15960;EUR;46990;47416;426;0;0.90;0;46990;47416;426;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=399799790&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
401692912-mobile.de;mobile.de;Volkswagen Arteon Shooting Brake RLine 4M *Vollausstattung*;VW;Arteon;2020;Diesel;Automatic;0;200;147;82500;EUR;32900;37566;4666;0;12.42;0;32900;37566;4666;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401692912&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
15107998-autouncle.fr;autouncle.fr;VW Arteon 2.0 TDI 200 BVA;VW;Arteon;2021;Diesel;Automatic;2000;200;147;109280;EUR;30400;36382;5982;0;16.44;0;30400;36382;5982;0;4wd,particle filter,aircondition,parking,stop and go,lane warning,gps,driver alert,el seats,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15107998/20462705;2024-08-27;
5160327-autouncle.ch;autouncle.ch;VW Arteon SB 2.0 TSI R-Line 4Motion DSG;VW;Arteon;2021;Petrol;Automatic;2000;272;200;20000;CHF;38899;43182;4283;0;9.92;0;41393;45951;4558;0;4wd;https://www.autouncle.ch/en/outgoing_link/autoscout24-ch/5160327/6915536;2024-08-27;
8741167-autouncle.nl;autouncle.nl;VW Caddy 2.0 TDI Euro 6X BMT NW APK Airco NAP Trekhaak;VW;Caddy;2016;Diesel;Manual;2000;75;55;152665;EUR;5400;8648;3248;0;37.56;0;5400;8648;3248;0;aircondition,tow bar;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8741167/18247954;2024-08-27;
15108672-autouncle.fr;autouncle.fr;VW Caddy 1.4 TSI 125 BVM;VW;Caddy;2017;Petrol;Manual;1400;125;91;69800;EUR;22950;26933;3983;0;14.79;0;22950;26933;3983;0;4wd,aircondition,parking,stop and go,gps,esp,anti spin,xenon,driver alert,el seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15108672/20463630;2024-08-27;
15104771-autouncle.fr;autouncle.fr;VW Caddy 2.0 TDI 122 BVM;VW;Caddy;2021;Diesel;Manual;2000;122;89;16128;EUR;29200;34363;5163;0;15.02;0;29200;34363;5163;0;particle filter,climate control,parking,stop and go,lane warning,gps,driver alert,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15104771/20458358;2024-08-27;
15104767-autouncle.fr;autouncle.fr;VW Caddy 2.0 TDI 122 BVM;VW;Caddy;2021;Diesel;Manual;2000;122;89;48237;EUR;29900;34780;4880;0;14.03;0;29900;34780;4880;0;particle filter,climate control,parking,removable tow bar,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15104767/20458352;2024-08-27;
5055772-autouncle.ro;autouncle.ro;VW Caddy 2.0 TDI;VW;Caddy;2020;Diesel;Manual;2000;75;55;198000;EUR;9799;13587;3788;0;27.88;0;9799;13587;3788;0;pilot,aircondition,stop and go,esp;https://www.autouncle.ro/en/outgoing_link/autovit/5055772/5861817;2024-08-27;
14907678-autouncle.fr;autouncle.fr;VW California California 6.12.0 TDI 150 BMT DSG7;VW;California;2023;Diesel;Automatic;2000;150;110;6000;EUR;67900;73326;5426;0;7.40;0;67900;73326;5426;0;aircondition,parking,stop and go,isofix,esp,anti spin,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/heycar-fr/14907678/20146924;2024-08-27;
401698617-mobile.de;mobile.de;Volkswagen CC;VW;CC;2018;Diesel;Automatic;0;199;146;87006;EUR;25800;27316;1516;0;5.55;0;25800;27316;1516;0;;https://suchen.mobile.de/fahrzeuge/details.html?id=401698617&lang=de&utm_source=DirectMail&utm_medium=textlink&utm_campaign=Recommend_DES&vc=Car;2024-08-27;
